uf_sigla;cid;url_cidade;json_google;lat;lng
PB;FUNDACAO CENTRO INTEGR, DE A;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDACAO%20CENTRO%20INTEGR,%20DE%20APOIO%20AO%20POR,%20DE%20DEFICIENCIA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,11348;-34,84569
PB;FUNDACAO DE ACAO COMUNITARIA;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDACAO%20DE%20ACAO%20COMUNITARIA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,11785;-34,8792
PB;FUNDACAO DE APOIO A PESQUISA;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDACAO%20DE%20APOIO%20A%20PESQUISA%20DO%20ESTADO%20DA%20PB%20-%20FAPESQ&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,204882;-35,919315
PB;FUNDACAO ESPACO CULTURAL DA ;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDACAO%20ESPACO%20CULTURAL%20DA%20PARAIBA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,12227;-34,84265
PB;FUNDO DE APOIO A INDUSTRIALI;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20DE%20APOIO%20A%20INDUSTRIALIZACAO%20DO%20ESTADO%20DA%20PARAIBA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,11981;-34,85116
PB;FUNDO DE APOIO AO DESENV, DA;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20DE%20APOIO%20AO%20DESENV,%20DA%20ADMINISTRACAO%20TRIBUTARIA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,119644;-34,857398
PB;FUNDO DE APOIO AO DESENVOLVI;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20DE%20APOIO%20AO%20DESENVOLVIMENTO%20INDUSTRIAL%20DA%20PB&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,11981;-34,85116
PB;FUNDO DE APOIO AO ESPORTE E ;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20DE%20APOIO%20AO%20ESPORTE%20E%20LAZER%20DO%20ESTADO%20DA%20PARAIBA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO DE COMBATE E ERRADICAC;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20DE%20COMBATE%20E%20ERRADICACAO%20DA%20POBREZA%20NO%20ESTADO%20PB&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO DE DESENVOLVIMENTO AGR;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20DE%20DESENVOLVIMENTO%20AGROPECUARIO%20DO%20ESTADO%20DA%20PB&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO DE DESENVOLVIMENTO DO ;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20DE%20DESENVOLVIMENTO%20DO%20ESTADO%20DA%20PARAIBA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO DE FISCALIZACAO ORCAME;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20DE%20FISCALIZACAO%20ORCAMENTARIA%20E%20FINANC%20MUNICIPAL&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO DE INCENTIVO A CULTURA;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20DE%20INCENTIVO%20A%20CULTURA%20AUGUSTO%20DOS%20ANJOS&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO DE INDUSTRIALIZACAO DO;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20DE%20INDUSTRIALIZACAO%20DO%20ESTADO%20DA%20PB&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO DE MODERNIZACAO E REAP;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20DE%20MODERNIZACAO%20E%20REAPAR%20DA%20PROC%20GERAL%20DO%20ESTADO&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO DE RECUPERACAO DOS PRE;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20DE%20RECUPERACAO%20DOS%20PRESIDIARIOS&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO ESP DE PROT DOS BENS V;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20ESP%20DE%20PROT%20DOS%20BENS%20VALORES%20E%20INTERESSES%20DIFUSOS&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO ESPECIAL DA DEFENSORIA;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20ESPECIAL%20DA%20DEFENSORIA%20PUBLICA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO ESPECIAL DA SEGURANCA ;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20ESPECIAL%20DA%20SEGURANCA%20PUBLICA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO ESPECIAL DE DESENV DE ;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20ESPECIAL%20DE%20DESENV%20DE%20RECURSOS%20HUMANOS&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO ESPECIAL DO CORPO DE B;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20ESPECIAL%20DO%20CORPO%20DE%20BOMBEIROS&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO ESPECIAL DO MINISTERIO;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20ESPECIAL%20DO%20MINISTERIO%20PUBLICO&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO ESPECIAL DO PODER JUDI;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20ESPECIAL%20DO%20PODER%20JUDICIARIO&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO ESTADUAL DA CRIANCA E ;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20ESTADUAL%20DA%20CRIANCA%20E%20DO%20ADOLESCENTE&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO ESTADUAL DE APOIO AO E;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20ESTADUAL%20DE%20APOIO%20AO%20EMPREENDEDORISMO&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO ESTADUAL DE ASSISTENCI;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20ESTADUAL%20DE%20ASSISTENCIA%20SOCIAL&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,11785;-34,87912
PB;FUNDO ESTADUAL DE DEFESA DOS;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20ESTADUAL%20DE%20DEFESA%20DOS%20DIREITOS%20DO%20CONSUMIDOR&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO ESTADUAL DE HAB E REG ;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20ESTADUAL%20DE%20HAB%20E%20REG%20FUNDIARIA%20DE%20INTER%20SOCIAL&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO ESTADUAL DE PROTECAO A;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20ESTADUAL%20DE%20PROTECAO%20AO%20MEIO%20AMBIENTE&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;FUNDO ESTADUAL DE RECURSOS H;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=FUNDO%20ESTADUAL%20DE%20RECURSOS%20HIDRICOS&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;GABINETE VICE GOVERNADOR    ;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=GABINETE%20VICE%20GOVERNADOR&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;HOSPITAL DA POLICIA MILITAR ;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=HOSPITAL%20DA%20POLICIA%20MILITAR%20GEN%20EDSON%20RAMALHO&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,117797;-34,866276
PB;IDEME - INST DE DESENV MUNIC;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=IDEME%20-%20INST%20DE%20DESENV%20MUNICIPAL%20E%20ESTADUAL&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,116706;-34,859169
PB;INST, DE PATRIMONIO HISTORIC;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=INST,%20DE%20PATRIMONIO%20HISTORICO%20E%20ART,%20DO%20EST,%20DA%20PARAIBA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,113379;-34,88876
PB;INSTITUTO DE ASSISTENCIA A S;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=INSTITUTO%20DE%20ASSISTENCIA%20A%20SAUDE%20DO%20SERVIDOR&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,11803;-34,86569
PB;INSTITUTO DE METROLOGIA E QU;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=INSTITUTO%20DE%20METROLOGIA%20E%20QUALIDADE%20INDUST,%20DA%20PARAIBA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,218617;-35,892445
PB;INTERPA - INS, DE TERRAS E P;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=INTERPA%20-%20INS,%20DE%20TERRAS%20E%20PLAN,%20AGRI,%20EST,%20DA%20PARAIBA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,093456;-34,848466
PB;JUNTA COMERCIAL DO ESTADO DA;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=JUNTA%20COMERCIAL%20DO%20ESTADO%20DA%20PARAIBA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,12211;-34,87825
PB;JUSTICA COMUM               ;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=JUSTICA%20COMUM&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,122367;-34,883991
PB;LABORATORIO INDUSTRIAL FARMA;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=LABORATORIO%20INDUSTRIAL%20FARMACEUTICO%20DA%20PARAIBA%20S/A&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,125681;-34,88386
PB;LOTERIA DO ESTADO DA PARAIBA;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=LOTERIA%20DO%20ESTADO%20DA%20PARAIBA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,11706;-34,88697
PB;MINISTERIO PUBLICO          ;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=MINISTERIO%20PUBLICO&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,11983;-34,86445
PB;PARAIBA PREVIDENCIA - PBPREV;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=PARAIBA%20PREVIDENCIA%20-%20PBPREV&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,11825;-34,86567
PB;PB-TUR HOTEIS S/A           ;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=PB-TUR%20HOTEIS%20S/A&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,10632;-34,82811
PB;POLICIA MILITAR DO ESTADO   ;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=POLICIA%20MILITAR%20DO%20ESTADO&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,13461;-34,82046
PB;PROJETO COOPERAR DO ESTADO D;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=PROJETO%20COOPERAR%20DO%20ESTADO%20DA%20PARAIBA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,146017;-34,850598
PB;RADIO TABAJARA - SUPERINTEND;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=RADIO%20TABAJARA%20-%20SUPERINTENDENCIA%20DE%20RADIODIFUSAO&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,115374;-34,883778
PB;SEC DE EST DO MEIO AMB DOS R;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=SEC%20DE%20EST%20DO%20MEIO%20AMB%20DOS%20REC%20HID%20DA%20CIEN%20E%20TECNOLOGIA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;SEC DE ESTADO DA MULHER E DA;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=SEC%20DE%20ESTADO%20DA%20MULHER%20E%20DA%20DIVERSIDADE%20HUMANA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;SEC DE ESTADO DO DESENV DA A;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=SEC%20DE%20ESTADO%20DO%20DESENV%20DA%20AGROPECUARIA%20E%20DA%20PESCA&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;SEC DE ESTADO DO TURISMO E D;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=SEC%20DE%20ESTADO%20DO%20TURISMO%20E%20DO%20DESENVOLVIMENTO%20ECONOMICO&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;SECRETAR DE ESTADO DA INTERI;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=SECRETAR%20DE%20ESTADO%20DA%20INTERIORIZACAO%20DA%20ACAO%20DO%20GOVERNO&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
PB;SECRETARIA DE ESTADO DA ADMI;https://maps,googleapis,com/maps/api/place/nearbysearch/json?name=SECRETARIA%20DE%20ESTADO%20DA%20ADMINISTRACAO&location=-7,112023,-34,834362&rankby=distance&key=AIzaSyCYzCGQBne1-xEN09hEsFCz0bNrgn1tiMo;;-7,1241;-34,876206
